Date,Product Name,Section,Plant,Fruit vertical length,Fruit horizontal length,Fruit weight,Hardness,Sweetness,Acidity,Color L,Color a,Color b,Remarks,Color_L,Color_a,Color_b
11/1/2024,죽향저장,3,1,44.28,31.77,19.48,246.6,11.3,0.67,43.7,37.52,26.52,4,,,
11/1/2024,죽향저장,4,1,47.09,33.72,20.96,143.9,11.3,0.51,41.94,42.59,25.93,4,,,
11/1/2024,죽향저장,4,2,41.91,27.13,12.78,281.1,10.5,0.59,42.72,38.97,27.14,4,,,
11/4/2024,메리퀸,2,5,33.6,23.16,8.03,207.5,12.2,0.43,48.97,44.53,30.98,5,,,
11/4/2024,죽향저장,2,5,35.96,27.39,11.64,152.8,12.4,0.53,41.3,39.22,23.28,4,,,
11/4/2024,죽향저장,3,1,44.28,31.77,19.48,246.6,11.3,0.67,43.7,37.52,26.25,4,,,
11/4/2024,죽향저장,4,3,37.83,29.7,14.98,143.1,11.7,0.57,38.97,36.71,20.25,4,,,
11/8/2024,메리퀸,2,6,,,6.59,,,,,,,5,,,
11/8/2024,죽향실온,5,2,41.66,31.65,17.21,143.0,11.1,0.53,38.19,34.73,17.86,5,,,
11/8/2024,죽향실온,5,3,35.82,32.1,14.84,175.7,10.4,0.51,41.08,37.94,22.04,5,,,
11/8/2024,죽향저장,3,2,51.5,38.52,26.89,141.0,11.9,0.49,41.61,40.04,23.61,4,,,
11/8/2024,죽향저장,3,3,41.54,33.3,18.34,173.0,11.0,0.63,42.47,37.49,24.33,4,,,
11/8/2024,죽향저장,3,4,36.64,25.56,11.89,246.4,10.7,0.69,52.59,31.3,30.13,4,,,
11/8/2024,죽향저장,4,4,37.0,29.57,13.51,189.8,11.7,0.66,43.22,38.74,26.99,4,,,
11/8/2024,죽향저장,4,5,36.62,27.64,11.64,167.8,11.6,0.62,45.88,39.2,27.64,4,,,
11/8/2024,죽향저장,5,1,47.02,32.62,18.36,139.3,11.5,0.51,41.52,38.93,23.33,4,,,
11/8/2024,죽향저장,5,2,37.84,23.77,9.45,294.3,11.0,0.55,36.53,29.64,22.77,4,,,
11/8/2024,죽향저장,5,3,,,8.05,,,,,,,,,,
11/9/2024,메리퀸,1,2,46.7,36.51,22.68,187.3,10.5,0.44,38.77,37.789,21.53,5,,,
11/9/2024,메리퀸,1,3,42.66,33.31,18.47,91.6,10.7,0.44,42.23,44.72,28.94,5,,,
11/9/2024,메리퀸,1,4,42.15,30.34,16.28,152.7,10.9,0.47,42.15,45.74,29.18,5,,,
11/9/2024,메리퀸,2,1,47.49,35.53,22.55,200.5,11.8,0.51,45.52,44.72,29.61,6,,,
11/9/2024,메리퀸,2,2,,,0.27,,,,,,,6,,,
11/9/2024,메리퀸,2,3,,,0.25,,,,,,,6,,,
11/9/2024,메리퀸,2,4,,,0.23,,,,,,,6,,,
11/9/2024,메리퀸,5,1,45.65,31.88,18.95,275.1,10.0,0.48,46.78,45.61,32.04,6,,,
11/9/2024,메리퀸,5,2,47.11,32.93,20.63,185.6,11.1,0.51,49.04,43.02,31.35,6,,,
11/9/2024,죽향실온,1,1,36.41,28.71,13.13,211.9,10.5,0.53,48.01,39.05,29.7,6,,,
11/9/2024,죽향실온,1,2,38.27,33.08,17.01,240.6,10.2,0.48,40.7,39.39,23.87,6,,,
11/9/2024,죽향실온,1,3,39.98,29.26,13.57,279.6,10.7,0.38,41.45,37.9,23.61,6,,,
11/9/2024,죽향실온,1,4,32.35,25.76,10.06,282.8,9.9,0.64,44.32,38.66,28.64,6,,,
11/9/2024,죽향실온,2,3,31.68,28.16,12.94,247.7,12.2,0.56,46.76,42.66,30.57,5,,,
11/9/2024,죽향실온,2,4,43.28,33.57,20.58,142.4,10.6,0.51,39.4,37.98,22.26,5,,,
11/9/2024,죽향실온,4,1,45.37,31.81,21.06,181.4,11.0,0.49,38.48,38.54,20.82,5,,,
11/9/2024,죽향실온,4,2,41.81,32.04,19.01,172.0,10.0,0.57,44.85,39.45,27.62,5,,,
11/9/2024,죽향실온,4,3,40.24,30.69,17.94,231.0,10.1,0.53,41.49,37.9,23.59,5,,,
11/9/2024,죽향저장,1,1,47.76,35.45,25.1,258.6,10.4,0.55,43.46,37.96,25.53,5,,,
11/11/2024,메리퀸,1,1,41.35,35.72,19.67,257.0,9.9,0.42,42.25,41.41,26.38,5,,,
11/11/2024,죽향실온,2,1,42.24,34.15,19.82,249.0,9.9,0.55,47.36,38.26,28.51,5,,,
11/11/2024,죽향실온,2,2,44.08,33.89,19.56,326.0,9.8,0.52,40.32,35.37,23.46,5,,,
11/11/2024,죽향실온,3,1,45.09,35.88,20.15,420.6,10.8,0.65,44.87,34.22,28.42,5,,,
11/15/2024,메리퀸,2,1,39.95,33.16,12.14,134.7,10.7,0.5,49.2,43.62,21.51,5,,,
11/15/2024,메리퀸,2,2,35.78,34.44,16.47,147.2,10.4,0.29,44.68,44.29,30.13,5,,,
11/15/2024,메리퀸,2,3,38.58,29.9,16.67,128.5,10.5,0.47,38.83,39.21,22.2,5,,,
11/15/2024,메리퀸,2,4,38.32,30.21,14.62,140.4,9.8,0.38,46.3,42.53,29.65,5,,,
11/15/2024,메리퀸,2,5,24.82,20.33,13.08,117.8,9.0,0.48,43.85,41.33,25.25,5,,,
11/15/2024,죽향실온,3,2,35.01,27.98,12.16,351.9,10.5,0.63,54.28,37.38,31.93,5,,,
11/15/2024,죽향실온,5,4,38.87,34.88,16.07,112.1,11.1,0.49,42.9,41.07,25.04,5,,,
11/15/2024,죽향실온,5,5,36.43,30.45,13.67,11.0,11.2,0.63,37.18,35.17,17.78,5,,,
11/15/2024,죽향실온,5,6,34.1,26.64,10.93,140.1,11.1,0.66,38.66,37.53,22.27,5,,,
11/15/2024,죽향저장,2,1,48.35,37.58,25.41,194.7,11.3,0.56,46.92,39.99,27.76,5,,,
11/22/2024,메리퀸,1,5,32.92,25.34,8.71,175.7,9.8,0.54,46.89,43.47,31.81,5,,,
11/22/2024,메리퀸,5,4,34.49,28.47,13.2,216.0,8.9,0.4,48.93,42.89,32.22,6,,,
11/22/2024,죽향실온,2,6,37.21,30.29,14.38,158.5,11.3,0.62,43.62,40.89,27.78,5,,,
11/22/2024,죽향실온,3,3,37.85,30.32,14.65,136.2,10.5,0.68,42.64,39.22,26.389,5,,,
11/22/2024,죽향실온,3,4,34.85,28.4,12.79,197.0,9.9,0.66,44.68,38.15,28.44,5,,,
11/22/2024,죽향실온,3,5,35.85,28.77,13.53,172.9,10.3,0.65,46.17,37.75,28.73,5,,,
11/22/2024,죽향실온,3,6,32.81,31.31,14.0,172.1,10.2,0.64,44.53,39.46,28.15,5,,,
11/22/2024,죽향실온,4,4,36.14,29.92,13.03,216.2,10.5,0.6,45.88,41.92,30.87,5,,,
11/22/2024,죽향실온,4,5,33.43,27.35,11.36,187.3,10.5,0.72,49.26,38.99,31.59,5,,,
11/22/2024,죽향저장,1,2,44.75,35.87,22.73,196.9,9.8,0.52,43.04,37.21,26.52,5,,,
11/22/2024,죽향저장,1,3,41.33,27.04,13.87,245.3,9.9,0.59,42.33,38.62,26.68,5,,,
11/22/2024,죽향저장,3,6,31.54,22.08,7.44,,,,,,,4,,,
11/25/2024,메리퀸,2,5,37.92,26.6,10.19,193.3,11.1,0.47,40.45,37.68,24.2,6,,,
11/25/2024,메리퀸,5,5,41.14,27.51,11.26,152.0,11.9,0.59,47.22,45.05,33.07,6,,,
11/25/2024,죽향실온,1,5,40.0,30.46,14.81,121.0,11.3,0.46,44.95,42.97,28.84,6,,,
11/25/2024,죽향실온,1,6,34.11,27.381,11.11,167.5,11.0,0.63,42.9,42.69,26.78,6,,,
11/25/2024,죽향실온,5,1,52.68,38.29,32.73,147.8,11.8,0.54,51.09,40.24,31.25,6,,,
11/25/2024,죽향저장,1,4,46.09,36.51,23.73,148.4,10.1,0.53,38.73,38.3,23.57,5,,,
11/25/2024,죽향저장,1,5,40.99,30.11,16.03,164.3,9.5,0.53,39.69,39.69,25.22,5,,,
11/25/2024,죽향저장,2,4,43.15,28.64,15.22,170.2,10.8,0.59,41.76,40.23,26.96,5,,,
11/25/2024,죽향저장,2,5,36.62,28.93,13.64,238.7,9.9,0.7,42.39,39.58,27.76,5,,,
11/25/2024,죽향저장,3,1,49.9,39.57,32.67,286.9,11.0,0.54,42.87,41.28,29.54,5,,,
11/25/2024,죽향저장,5,1,46.39,35.18,22.97,218.3,10.8,0.55,40.66,38.06,25.63,5,,,
11/29/2024,메리퀸,1,1,45.07,36.7,18.99,212.7,13.4,0.46,42.05,38.03,26.06,6,,,
11/29/2024,죽향저장,2,6,35.04,27.04,12.27,132.7,11.1,0.48,43.6,42.22,29.3,5,,,
12/2/2024,메리퀸,1,2,35.56,27.65,11.65,203.7,11.5,0.6,53.02,36.9,31.03,6,,,
12/2/2024,메리퀸,3,1,46.64,37.81,26.22,183.6,12.0,0.42,45.78,45.19,30.27,6,,,
12/2/2024,죽향저장,3,2,46.83,35.75,23.74,158.9,11.7,0.49,45.41,38.18,27.27,5,,,
12/2/2024,죽향저장,5,5,37.41,26.09,12.01,207.3,11.4,0.56,59.23,29.3,24.06,5,,,
12/2/2024,죽향저장,5,6,36.71,24.44,9.95,122.7,11.5,0.83,59.42,29.76,32.39,5,,,
12/6/2024,메리퀸,1,3,39.07,29.61,12.6,139.7,13.7,0.5,44.69,34.55,27.04,6,,,
12/6/2024,메리퀸,1,4,33.54,26.03,10.11,143.8,11.2,0.54,48.95,43.37,30.22,6,,,
12/6/2024,메리퀸,1,5,,,7.35,,,,,,,6,,,
12/6/2024,메리퀸,3,2,42.18,32.35,16.07,152.5,13.2,0.53,48.46,45.59,29.18,6,,,
12/6/2024,메리퀸,3,3,36.88,27.88,11.93,211.6,11.9,0.65,50.9,42.26,30.85,6,,,
12/6/2024,죽향실온,1,1,,,,,,,,,,7,,,
12/6/2024,죽향실온,1,2,,,,,,,,,,7,,,
12/6/2024,죽향실온,1,3,54.31,29.53,18.52,189.1,11.2,0.63,44.81,41.17,28.57,7,,,
12/6/2024,죽향실온,4,1,46.62,34.81,22.42,243.1,11.7,0.71,44.13,39.58,29.16,6,,,
12/6/2024,죽향저장,3,3,50.34,34.96,23.89,150.5,12.7,0.62,44.43,41.23,27.5,5,,,
12/6/2024,죽향저장,3,4,43.4,33.44,20.02,179.2,11.6,0.58,42.98,40.37,28.57,5,,,
12/6/2024,죽향저장,4,1,,,4.86,,,,,,,5,,,
12/6/2024,죽향저장,4,2,40.02,26.02,11.24,161.5,10.4,0.62,51.36,30.44,25.87,5,,,
12/6/2024,죽향저장,4,3,38.95,27.28,12.59,225.0,10.0,0.72,45.61,38.75,30.54,5,,,
03/18/2025,메리퀸,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0
